peris, apos, t_min_relative, r_relative, theta 
16.257130 98.969331 -3.999000 78.433090 62.889320 
12.084626 99.451175 -2.422000 3.732337 39.019461 
23.802693 94.039211 -2.653000 27.001028 76.257620 
12.026490 94.110930 -2.573000 16.501540 32.030206 
7.542842 101.834670 -2.479000 21.738283 70.645500 
19.685411 94.748685 -2.500000 17.601773 59.013625 
7.641974 102.031902 -2.090000 51.296269 44.385619 
17.869903 96.807203 -2.817000 24.022760 27.648866 
16.717270 96.888521 -2.322000 68.437086 41.058082 
6.146988 89.320485 -0.631000 13.794375 66.119808 
15.598630 107.165858 -0.545000 59.168107 35.699487 
19.359172 93.190983 -2.322000 60.487732 62.964309 
19.588234 92.455381 -3.759000 7.104267 49.461961 
17.897158 95.083972 -2.989000 65.183384 50.138856 
22.341780 94.581384 -1.036000 5.793046 78.273551 
9.480518 106.587745 -0.529000 59.519947 82.268926 
12.676140 96.003635 -2.961000 73.960684 58.368793 
18.003597 101.622580 -3.999000 94.157911 33.464932 
19.079847 85.535688 -1.043000 16.077682 64.364246 
10.364725 104.668687 -0.545000 51.123032 62.127054 
29.560534 90.216884 -3.118000 7.492737 35.804311 
18.930355 103.235319 -0.914000 17.469412 45.094154 
13.492073 100.481283 -0.503000 52.635106 53.791879 
19.940416 98.494052 -3.999000 75.206054 28.950322 
10.628025 89.592718 -0.661000 19.708229 65.740872 
14.178463 100.884830 -2.905000 57.640688 39.662668 
23.325016 93.768384 -2.601000 14.305360 63.375139 
